电影名称,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb,评分,评分人数,domestic_boxoffice,international_boxoffice,worldwide_boxoffice
哈利·波特与密室 Harry Potter and the Chamber of Secrets,克里斯·哥伦布,史蒂夫·克洛夫斯/J·K·罗琳,丹尼尔·雷德克里夫/艾玛·沃森/鲁伯特·格林特/汤姆·费尔顿/理查德·格雷弗斯/费奥纳·肖/托比·琼斯/朱丽·沃特斯/邦妮·怀特/詹森·艾萨克/肯尼思·布拉纳/艾伦·瑞克曼/理查德·哈里斯/玛吉·史密斯/约翰·克里斯/肖恩·比格斯代夫/克里斯·兰金/克里斯蒂安·库尔森,奇幻/冒险,英国/美国,英语,2003-01-24(中国大陆)/2002-11-15(英国/美国),161分钟/174分钟(加长版),哈利波特2：消失的密室(港/台)/哈2,tt0295297,8.8,597210,"$262,450,136","$617,152,229","$879,602,366"
倩女幽魂,程小东,阮继志,张国荣/王祖贤/午马/刘兆铭/林威/薛芷伦/胡大为/王晶,爱情/奇幻/武侠/古装,中国香港,粤语,2011-04-30(中国大陆)/1987-07-18(中国香港),98分钟(香港)/96分钟,倩女幽魂(87版)/倩女幽魂：妖魔道/AChineseGhostStory,tt0093978,8.7,635274,None,None,None
爱在日落黄昏时 Before Sunset,理查德·林克莱特,理查德·林克莱特/朱莉·德尔佩/伊桑·霍克/金·克里桑,伊桑·霍克/朱莉·德尔佩/弗农·多布切夫/路易丝·勒莫瓦纳·托雷斯/罗多尔·保利/玛丽安·普莱施泰格/迪亚博洛/丹尼·弗拉/艾伯特·德尔佩/玛丽·佩里,剧情/爱情,美国/法国,英语/法语,2004-02-10(柏林电影节)/2004-07-30(美国),80分钟,日落巴黎(港)/爱在日落巴黎时(台)/日落之前/情留相逢时/爱在日落余晖时/爱在日落黄昏前,tt0381681,8.9,456100,"$5,820,649","$10,115,858","$15,936,507"
借东西的小人阿莉埃蒂 借りぐらしのアリエッティ,米林宏昌,宫崎骏/丹羽圭子/玛丽·诺顿,志田未来/神木隆之介/树木希林/三浦友和/大竹忍/竹下景子/藤原龙也,动画/奇幻/冒险,日本,日语,2010-07-17(日本),94分钟,借物少女艾莉缇(台)/借东西的小矮人亚莉亚蒂(港)/借东西的阿莉埃蒂/借东西的地下小人/TheBorrowerArrietty/TheSecretWorldofArrietty,tt1568921,8.9,471231,"$19,587,032","$129,824,518","$149,411,550"
甜蜜蜜,陈可辛,岸西,黎明/张曼玉/杨恭如/曾志伟/杜可风/张同祖/诸慧荷/丁羽,剧情/爱情,中国香港,粤语/汉语普通话/英语,2015-02-13(中国大陆)/1996-11-02(中国香港),118分钟(中国大陆)/116分钟(台湾),Comrades,tt0117905,8.9,448663,"$17,676",None,"$17,676"
萤火之森 蛍火の杜へ,大森贵弘,绿川幸,佐仓绫音/内山昂辉/辻亲八/山本兼平/后藤弘树/今井麻美,剧情/爱情/动画/奇幻,日本,日语,2011-09-17(日本),45分钟,萤火之社/Hotarubinomorie/TotheForestofFireflyLights,tt2061702,8.9,449644,None,None,None
玛丽和马克思 Mary and Max,亚当·艾略特,亚当·艾略特,托妮·科莱特/菲利普·塞默·霍夫曼/巴瑞·哈姆弗莱斯/艾瑞克·巴纳/贝塔尼·维特莫尔/蕾妮·盖耶/伊恩·莫利·梅尔德伦/朱莉·福塞斯/约翰·弗劳思/克里斯托弗·马西/卡罗琳·莎士比亚-艾伦/琳恩·史密斯/迈克尔·延纳,剧情/喜剧/动画,澳大利亚/美国,英语/意第绪语,2009-01-15(圣丹斯电影节)/2009-04-09(澳大利亚),92分钟,巧克力情缘(台)/同是天涯寂寞客/玛丽和麦克斯/玛丽与马克思/玛丽和马克斯/玛丽和马科斯,tt0978762,8.9,380715,None,"$1,740,429","$1,740,429"
时空恋旅人 About Time,理查德·柯蒂斯,理查德·柯蒂斯,多姆纳尔·格里森/瑞秋·麦克亚当斯/比尔·奈伊/莉迪亚·威尔逊/琳赛·邓肯/理查德·科德里/约书亚·麦圭尔/汤姆·霍兰德/玛格特·罗比/维尔·梅里克/凡妮莎·柯比/汤姆·休斯/哈利·海顿-佩顿/米切尔·马伦/丽莎·艾科恩/珍妮·莱恩斯福德/菲利普-沃斯/凯瑟琳·斯戴曼/汤姆·斯托顿/安部春香/李·阿斯奎斯-柯/理查德·班克斯/保罗·布莱克维尔/贝恩·科拉科/格拉姆·柯里/罗薇娜·戴蒙德/约翰·达根/迪诺·法赞尼/内芙·加切夫/理查德·E·格兰特/理查德·格雷弗斯/李·尼古拉斯·哈里斯/理查德·赫德曼/李仙湖/马修·C·马蒂诺/马汀·麦格/艾莉克丝摩尔,喜剧/爱情/奇幻,英国,英语,2013-09-04(英国),123分钟,回到最爱的一天(港)/真爱每一天(台)/时空旅恋人/时空旅的恋人,tt2194499,8.8,529936,"$15,322,921","$71,777,528","$87,100,449"
"怪兽电力公司 Monsters, Inc.",彼特·道格特/大卫·西尔弗曼/李·昂克里奇,安德鲁·斯坦顿/丹尼尔·吉尔森/罗伯特·L·贝尔德/瑞特·里斯/乔纳森·罗伯特/彼特·道格特/杰夫·皮金/吉尔·卡尔顿/拉夫·埃格尔斯顿,约翰·古德曼/比利·克里斯托/玛丽·吉布斯/史蒂夫·布西密/詹姆斯·柯本/詹妮弗·提莉/鲍勃·彼德森/约翰·拉岑贝格/弗兰克·奥兹/丹尼尔·吉尔森/邦尼·亨特/杰克·安杰尔/塞缪尔·洛德·布莱克/史蒂夫·萨斯坎德,喜剧/动画/儿童/奇幻/冒险,美国,英语,2001-11-02(美国)/2012-12-19(美国),92分钟,怪兽公司(港)/怪物公司,tt0198781,8.7,567813,"$290,642,256","$289,065,482","$579,707,738"
射雕英雄传之东成西就 射鵰英雄傳之東成西就,刘镇伟,刘镇伟,梁朝伟/林青霞/张国荣/叶玉卿/张学友/王祖贤/张曼玉/梁家辉/刘嘉玲/钟镇涛/鲍起静,喜剧/奇幻/武侠/古装,中国香港,粤语,1993-02-05(中国香港),113分钟(香港)/98分钟(翡翠高清版)/103分钟(修复版),东成西就/大英雄(日本)/TheEagleShootingHeroes,tt0108074,8.7,555387,None,"$311,461","$311,461"
神偷奶爸 Despicable Me,皮埃尔·柯芬/克里斯·雷纳德,肯·道里欧/塞尔希奥·巴勃罗斯/辛科·保罗,史蒂夫·卡瑞尔/杰森·席格尔/拉塞尔·布兰德/朱莉·安德鲁斯/威尔·阿奈特/克里斯汀·韦格/米兰达·卡斯格拉夫/达纳·盖尔/艾尔西·费舍尔/皮埃尔·柯芬/克里斯·雷纳德/杰梅奈·克莱门特/杰克·麦克布瑞尔/丹尼·麦克布莱德/敏迪·卡灵/罗布·许贝尔/肯·道里欧/郑肯,喜剧/动画/冒险,美国/法国,英语,2010-06-20(莫斯科电影节)/2010-07-09(美国),95分钟,卑鄙的我/坏蛋奖门人(港)/偷天换“月”(港)/我很贱/Baby的我,tt1323594,8.6,831868,"$251,513,985","$291,600,000","$543,113,985"
